strategy,symbol,timeframe,net_profit,max_drawdown,win_rate,total_trades,sharpe_ratio,profit_factor,prop_firm_passed,params
ORB,@MES,M5,-28.921298796230985,0.0,49.122807017543856,57,0.0,1.5358731521063052,True,"{'opening_range_minutes': 10, 'buffer_pips': 1.4255945632558957, 'tp_rr_ratio': 1.586197918274875, 'pos_type': 'Fixed', 'pos_fixed_qty': 0.1}"
ORB,@MES,M15,-61.206109674152685,0.0,16.666666666666664,48,0.0,0.4711473242499886,True,"{'opening_range_minutes': 30, 'buffer_pips': 1.2477642637271509, 'tp_rr_ratio': 2.306578225167583, 'pos_type': 'Fixed', 'pos_fixed_qty': 0.1}"
ORB,@MES,M30,-4.360240277201228,0.0,20.0,5,0.0,0.744166460311145,True,"{'opening_range_minutes': 19, 'buffer_pips': 4.59364879102851, 'tp_rr_ratio': 3.336346297061589, 'pos_type': 'Fixed', 'pos_fixed_qty': 0.1}"
ORB,@MES,H1,-23.87821019871626,0.0,25.0,20,0.0,0.3098193747626339,True,"{'opening_range_minutes': 14, 'buffer_pips': 3.2722915836577258, 'tp_rr_ratio': 1.5225029360652846, 'pos_type': 'Fixed', 'pos_fixed_qty': 0.1}"
ORB,@RTY,M5,-21.144259105072706,0.0,33.33333333333333,30,0.0,0.9893141403670531,True,"{'opening_range_minutes': 29, 'buffer_pips': 1.0890511164456655, 'tp_rr_ratio': 1.7356388427492218, 'pos_type': 'Fixed', 'pos_fixed_qty': 0.1}"
ORB,@RTY,M15,-1.5199999999967986,0.0,0.0,1,0.0,0.0,False,"{'opening_range_minutes': 11, 'buffer_pips': 3.9741177912776515, 'tp_rr_ratio': 2.8326104575553175, 'pos_type': 'Fixed', 'pos_fixed_qty': 0.1}"
ORB,@RTY,M30,-6.2700000000040745,0.0,0.0,4,0.0,0.0,False,"{'opening_range_minutes': 24, 'buffer_pips': 3.1534804927784457, 'tp_rr_ratio': 1.23684910087522, 'pos_type': 'Fixed', 'pos_fixed_qty': 0.1}"
ORB,@RTY,H1,-11.524719760971493,0.0,23.076923076923077,13,0.0,0.7055592275698581,True,"{'opening_range_minutes': 24, 'buffer_pips': 1.8029379401826011, 'tp_rr_ratio': 3.11543176355915, 'pos_type': 'Fixed', 'pos_fixed_qty': 0.1}"
VWAPPullback,@ENQ,M5,125911.44201669679,0.0,31.53153153153153,111,0.0,1.00916129997914,True,"{'deviation_mult': 2.3443263952262283, 'pullback_atr_mult': 1.0229956032470726, 'tp_rr_ratio': 2.5644604763180174, 'pos_type': 'Fixed', 'pos_fixed_qty': 0.1}"
VWAPPullback,@ENQ,M15,-13761073.396084864,0.0,31.40495867768595,121,0.0,0.637353207929151,True,"{'deviation_mult': 2.2525704857700197, 'pullback_atr_mult': 0.7995861093879517, 'tp_rr_ratio': 1.3875071795384204, 'pos_type': 'Fixed', 'pos_fixed_qty': 0.1}"
VWAPPullback,@ENQ,M30,13819505.497402195,0.0,27.058823529411764,85,0.0,1.259910644458613,True,"{'deviation_mult': 1.3889111506861784, 'pullback_atr_mult': 1.134145484610094, 'tp_rr_ratio': 3.3590228011143464, 'pos_type': 'Fixed', 'pos_fixed_qty': 0.1}"
VWAPPullback,@ENQ,H1,-14569728.959276156,0.0,21.428571428571427,112,0.0,0.6578818662308042,True,"{'deviation_mult': 0.84136118338123, 'pullback_atr_mult': 0.3223352527043878, 'tp_rr_ratio': 3.0471548654674354, 'pos_type': 'Fixed', 'pos_fixed_qty': 0.1}"
